City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kitale,1.0157,35.0062,19.01,51,90,0.29,KE,1706721755
362,newman,37.3138,-121.0208,17.38,59,100,0.89,US,1706721755
363,nampula,-15.1165,39.2666,21.97,94,100,2.57,MZ,1706721756
364,wittichenau,51.385,14.244,5.6,82,52,2.59,DE,1706721756
365,butia,-30.1197,-51.9622,33.34,28,0,2.19,BR,1706721757
366,igra,57.5558,53.0547,-13.62,100,87,1.67,RU,1706721757
367,qingnian,36.8456,115.7117,-3.37,54,100,6.59,CN,1706721758
368,ust'-kulom,61.6864,53.6902,-4.15,97,100,1.93,RU,1706721758
369,cidreira,-30.1811,-50.2056,25.6,68,1,5.53,BR,1706721294
370,kushalgarh,23.199,74.4507,20.53,46,15,2.23,IN,1706721759
371,port-cartier,50.0334,-66.8654,-5.18,80,95,4.29,CA,1706721760
372,peterborough,52.5736,-0.2478,10.73,76,100,13.89,GB,1706721565
373,natal,-5.795,-35.2094,32.36,62,40,6.17,BR,1706721570
374,eagle mountain,40.3141,-112.0069,10.27,57,0,2.24,US,1706721561
375,holdrege,40.4403,-99.3698,14.15,66,0,2.06,US,1706721762
376,vikhorevka,56.1201,101.1636,-23.23,100,24,0.62,RU,1706721762
377,al muwayh,22.4333,41.7583,18.98,45,4,7.32,SA,1706721762
378,derzhavinsk,51.1,66.3167,-11.21,96,100,4.51,KZ,1706721763
379,sault ste. marie,46.5168,-84.3333,2.16,87,100,4.63,CA,1706721702
380,kirensk,57.7853,108.1119,-33.91,100,81,0.45,RU,1706721764
381,kodungallur,10.2167,76.2167,26.0,83,94,1.26,IN,1706721764
382,demmin,53.9076,13.0314,4.21,75,27,6.32,DE,1706721765
383,pitanga,-24.7572,-51.7614,29.74,34,14,2.86,BR,1706721765
384,labrador city,52.9463,-66.9114,-4.9,68,100,8.49,CA,1706721766
385,san patricio,28.017,-97.5169,19.39,57,100,0.92,US,1706721296
386,penzance,50.1186,-5.5371,11.38,100,40,5.66,GB,1706721767
387,vila velha,-20.3297,-40.2925,29.97,81,40,3.6,BR,1706721269
388,dunedin,-45.8742,170.5036,14.33,80,100,1.97,NZ,1706721768
389,chicoana,-25.1009,-65.5331,32.81,45,59,0.81,AR,1706721596
390,sainte-menehould,49.0833,4.9,9.94,91,15,2.92,FR,1706721768
391,sao jose da coroa grande,-8.8978,-35.1478,29.71,57,34,4.82,BR,1706721290
392,kenai,60.5544,-151.2583,-23.28,83,100,2.06,US,1706721769
393,paracale,14.2804,122.7881,23.95,90,91,4.3,PH,1706721770
394,lebu,-37.6167,-73.65,19.19,69,18,5.92,CL,1706721770
395,moab,38.5733,-109.5498,11.38,64,0,0.75,US,1706721771
396,howrah,22.5892,88.3103,22.0,88,75,2.06,IN,1706721176
397,kone,-21.0595,164.8658,24.01,93,54,1.67,NC,1706721772
398,erdemli,36.605,34.3084,10.01,84,100,5.44,TR,1706721773
399,makaha,21.4694,-158.2175,20.54,82,60,0.0,US,1706721773
400,dellys,36.9172,3.9131,14.29,86,100,3.17,DZ,1706721774
401,baran',54.4764,30.3181,0.41,94,100,4.32,BY,1706721775
402,acheng,45.5454,126.977,-32.68,99,21,1.33,CN,1706721775
403,ikalamavony,-21.15,46.5833,21.18,81,93,4.03,MG,1706721776
404,el porvenir,13.7617,-87.3458,23.63,34,2,2.29,HN,1706721776
405,severobaykal'sk,55.65,109.3167,-26.39,89,8,2.26,RU,1706721777
406,badger,64.8,-147.5333,-36.12,72,20,0.0,US,1706721272
407,moose jaw,50.4001,-105.5344,3.15,75,20,1.54,CA,1706721778
408,manavalakurichi,8.1333,77.3,26.03,80,100,1.41,IN,1706721778
409,tura,25.5198,90.2201,16.26,54,58,1.78,IN,1706721779
410,chadan,51.2833,91.5833,-26.66,96,94,1.18,RU,1706721779
411,nkoteng,4.5167,12.0333,31.07,21,28,0.57,CM,1706721780
412,masterton,-40.9597,175.6575,16.05,95,5,0.73,NZ,1706721310
413,bembereke,10.2283,2.6634,34.03,13,3,2.9,BJ,1706721781
414,puerto armuelles,8.2833,-82.8667,34.99,59,74,0.45,PA,1706721781
415,thunder bay,48.4001,-89.3168,2.99,81,100,5.14,CA,1706721575
416,aswan,24.0934,32.907,14.37,26,6,4.52,EG,1706721782
417,palmer,42.1584,-72.3287,1.03,73,100,2.06,US,1706721783
418,mani,4.8172,-72.2886,38.29,22,34,2.45,CO,1706721783
419,anadyr,64.75,177.4833,-31.72,75,0,3.0,RU,1706721242
420,richards bay,-28.783,32.0377,24.61,74,9,4.48,ZA,1706721784
421,mabaruma,8.2,-59.7833,30.56,55,98,2.97,GY,1706721785
422,nadym,65.5333,72.5167,-25.12,99,23,4.57,RU,1706721785
423,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,100,40,1.03,ID,1706721786
424,chato,-2.6378,31.7669,21.44,75,94,1.14,TZ,1706721786
425,las lomitas,-24.7096,-60.593,44.11,20,86,1.16,AR,1706721787
426,pimentel,-6.8367,-79.9342,30.16,58,0,5.66,PE,1706721787
427,nantucket,41.2835,-70.0995,2.27,60,100,0.0,US,1706721693
428,harper,4.375,-7.7169,29.1,73,33,4.67,LR,1706721788
429,kamina,-8.7386,24.9906,19.36,95,84,2.25,CD,1706721789
430,thames,-37.1333,175.5333,16.1,87,88,1.9,NZ,1706721789
431,cody,44.5263,-109.0565,10.36,53,0,0.89,US,1706721790
432,general villegas,-35.0328,-63.0125,40.08,17,0,4.94,AR,1706721670
433,nacozari de garcia,30.3742,-109.6908,14.89,65,2,1.22,MX,1706721791
434,kibre mengist,5.8833,38.9833,22.22,44,95,2.22,ET,1706721792
435,nuuk,64.1835,-51.7216,-8.66,79,75,1.54,GL,1706721792
436,batman,37.8874,41.1322,1.89,80,40,2.06,TR,1706721793
437,klemzig,-34.8793,138.6356,16.27,76,20,3.6,AU,1706721794
438,luderitz,-26.6481,15.1594,23.93,58,0,10.69,NA,1706721794
439,esquel,-42.9,-71.3167,20.49,49,43,5.9,AR,1706721555
440,le puy-en-velay,45.0437,3.8852,8.38,84,96,0.33,FR,1706721795
441,borgarnes,64.5383,-21.9206,1.03,72,99,13.58,IS,1706721796
442,alagapuram,11.8871,78.9176,23.2,86,28,0.3,IN,1706721796
443,dalandzadgad,43.5708,104.425,-13.0,76,100,3.19,MN,1706721797
444,kurayoshi,35.4333,133.8167,9.1,95,100,2.44,JP,1706721797
445,mount isa,-20.7333,139.5,24.87,94,40,2.06,AU,1706721798
446,floro,61.5996,5.0328,5.98,75,75,13.38,NO,1706721798
447,n'zeto,-7.2312,12.8666,24.39,91,100,5.47,AO,1706721799
448,ulladulla,-35.35,150.4667,19.32,88,81,1.5,AU,1706721800
449,carutapera,-1.195,-46.02,28.76,77,87,3.82,BR,1706721801
450,haapsalu,58.9431,23.5414,1.97,96,100,6.11,EE,1706721801
451,natchez,31.5604,-91.4032,16.81,40,0,4.12,US,1706721802
452,soure,-0.7167,-48.5233,28.41,78,52,4.89,BR,1706721802
453,mogocha,53.7333,119.7667,-29.96,97,5,1.62,RU,1706721803
454,puerto aysen,-45.4,-72.7,15.32,97,100,1.74,CL,1706721804
455,el alto,-4.2714,-81.2147,28.81,78,100,5.24,PE,1706721804
456,puerto cabezas,14.0351,-83.3888,27.98,69,40,10.29,NI,1706721805
457,wajir,1.7471,40.0573,32.98,40,20,3.09,KE,1706721805
458,puerto escondido,15.85,-97.0667,28.46,69,0,3.09,MX,1706721806
459,tateyama,34.9833,139.8667,16.18,87,90,10.95,JP,1706721806
460,mount gambier,-37.8333,140.7667,12.85,97,37,2.16,AU,1706721148
461,baiyin,36.5583,104.2081,-4.34,85,56,1.79,CN,1706721807
462,reggane,26.7158,0.1714,22.44,19,0,3.63,DZ,1706721808
463,mariental,-24.6333,17.9667,35.21,18,19,5.81,NA,1706721808
464,ko pha ngan,9.7578,100.0291,24.94,75,58,5.11,TH,1706721809
465,mweka,-4.85,21.5667,20.73,97,99,1.16,CD,1706721809
466,meadow lake,34.8014,-106.5436,11.94,51,100,1.57,US,1706721809
467,brady,31.1352,-99.3351,18.53,34,0,0.0,US,1706721810
468,rawson,-43.3002,-65.1023,27.64,31,3,2.75,AR,1706721651
469,knyaze-volkonskoye,48.4642,135.4567,-22.81,98,100,2.66,RU,1706721811
470,forst,51.7333,14.6333,5.87,76,28,2.74,DE,1706721811
471,saint-pierre,-21.3393,55.4781,26.82,83,75,9.77,RE,1706721812
472,tidjikja,18.5564,-11.4271,28.73,7,0,5.57,MR,1706721812
473,sultanah,24.4926,39.5857,21.25,24,0,5.14,SA,1706721813
474,dryden,49.7833,-92.7503,4.16,75,0,5.14,CA,1706721813
475,maitum,6.0392,124.4986,24.3,87,100,1.53,PH,1706721814
476,el fureidis,32.6,34.95,10.92,79,81,2.74,IL,1706721814
477,tindouf,27.6711,-8.1474,21.25,26,94,7.72,DZ,1706721815
478,dhulikhel,27.6189,85.5529,9.75,62,50,0.61,NP,1706721815
479,arak,34.0917,49.6892,0.4,80,39,1.84,IR,1706721816
480,cestos city,5.46,-9.5828,28.95,73,82,4.67,LR,1706721626
481,hirara,24.8,125.2833,20.92,94,20,2.57,JP,1706721816
482,borogontsy,62.6683,131.1683,-34.34,99,100,1.09,RU,1706721817
483,christchurch,-43.5333,172.6333,16.62,87,100,4.63,NZ,1706721585
484,guantanamo,20.1444,-75.2092,28.76,46,64,2.55,CU,1706721818
485,puerto colombia,10.9878,-74.9547,30.05,76,9,9.93,CO,1706721818
486,masuguru,-11.3667,38.4167,23.93,95,94,1.94,TZ,1706721819
487,bac lieu,9.285,105.7244,24.9,86,99,4.7,VN,1706721819
488,nieuw amsterdam,5.8833,-55.0833,32.01,58,40,5.14,SR,1706721820
489,howard springs,-12.497,131.047,27.12,95,100,4.1,AU,1706721820
490,kisanga,-7.4362,37.7034,24.29,97,100,1.09,TZ,1706721821
491,vallo della lucania,40.2297,15.2658,6.42,71,41,0.8,IT,1706721821
492,landeck,47.1301,10.5636,7.41,90,49,1.81,AT,1706721822
493,bode saadu,8.9333,4.7833,36.8,13,6,1.16,NG,1706721822
494,urrao,6.3152,-76.1342,22.69,68,92,0.44,CO,1706721823
495,puerto deseado,-47.7503,-65.8938,16.18,56,81,5.01,AR,1706721823
496,al fuwayliq,26.4432,43.2534,15.31,43,1,4.55,SA,1706721823
497,manvi,15.9833,77.05,24.78,36,61,3.49,IN,1706721824
498,mayskiy,47.6931,40.1025,-0.19,83,91,1.21,RU,1706721824
499,maicao,11.3832,-72.2432,30.58,55,84,6.87,CO,1706721825
500,twon-brass,4.3151,6.2418,28.3,80,94,7.52,NG,1706721825
501,verde village,34.7105,-112.0115,17.93,45,0,0.45,US,1706721826
502,calkini,20.3667,-90.05,25.42,41,12,1.74,MX,1706721826
503,tokmok,42.8417,75.3016,-4.68,75,95,1.88,KG,1706721827
504,dul'durga,50.6761,113.5931,-23.0,86,2,1.43,RU,1706721827
505,colorado,-22.8375,-51.9731,37.13,20,8,4.15,BR,1706721828
506,kerikeri,-35.2268,173.9474,15.51,90,18,1.89,NZ,1706721829
507,constitucion,-35.3333,-72.4167,24.78,48,1,7.47,CL,1706721829
508,tejen,37.3834,60.5054,5.23,52,41,3.39,TM,1706721829
509,bulawayo,-20.15,28.5833,19.99,71,29,5.73,ZW,1706721830
510,caburan,5.9181,125.6411,24.81,91,100,3.96,PH,1706721830
511,quellon,-43.1167,-73.6167,14.97,97,100,1.51,CL,1706721831
512,hacienda huancane,-15.8222,-70.8856,10.41,55,94,2.23,PE,1706721831
513,horodnya,51.8909,31.5974,-1.19,89,97,3.64,UA,1706721831
514,ar raqqah,35.95,39.0167,7.49,90,98,4.05,SY,1706721832
515,martapura,-3.4167,114.85,26.05,100,100,0.51,ID,1706721832
516,alaca,40.1683,34.8425,-1.45,87,8,3.38,TR,1706721833
517,ryazan',55.6744,36.6697,-0.68,95,100,3.03,RU,1706721833
518,cherdyn',60.403,56.4787,-9.74,98,100,1.02,RU,1706721834
519,limbazi,57.5129,24.7194,3.35,98,100,5.12,LV,1706721834
520,chemax,20.65,-87.9333,25.03,45,4,1.73,MX,1706721834
521,ghadamis,30.1337,9.5007,13.85,36,1,3.52,LY,1706721835
522,nizhnesortymskiy,62.4397,71.7603,-11.41,95,100,4.85,RU,1706721835
523,menongue,-14.6585,17.691,23.81,61,96,2.02,AO,1706721836
524,gua musang,4.8823,101.9644,23.22,97,94,0.83,MY,1706721836
525,ixtapa,20.7,-105.2,26.57,61,75,1.03,MX,1706721836
526,mokhotlong,-29.2894,29.0675,16.68,76,47,3.68,LS,1706721837
527,kushiro,42.975,144.3747,-2.47,93,100,1.54,JP,1706721837
528,kidal,18.4411,1.4078,26.33,13,3,4.87,ML,1706721838
529,tobelo,1.7284,128.0095,26.38,87,96,1.51,ID,1706721838
530,okhotsk,59.3833,143.3,-21.32,78,100,6.07,RU,1706721265
531,bel ombre,-4.6167,55.4167,27.91,78,20,2.06,SC,1706721839
532,vernon,50.2581,-119.2691,6.27,94,100,0.51,CA,1706721839
533,vilyuysk,63.7553,121.6247,-35.56,100,98,1.34,RU,1706721840
534,mchinji,-13.7984,32.8802,19.84,80,65,2.54,MW,1706721840
535,watford city,47.8022,-103.2832,3.92,100,0,1.54,US,1706721841
536,saint-philippe,-21.3585,55.7679,26.77,87,51,6.57,RE,1706721841
537,panaba,21.2833,-88.2667,22.94,54,34,3.27,MX,1706721841
538,buka,40.8108,69.1986,2.08,68,68,2.51,UZ,1706721842
539,stornoway,58.2093,-6.3865,4.1,83,40,9.26,GB,1706721843
540,san rafael,-34.6177,-68.3301,35.58,22,3,4.98,AR,1706721844
541,strasburg,48.5834,7.743,9.89,81,100,0.51,FR,1706721720
542,armacao de buzios,-22.7469,-41.8817,28.09,80,100,2.72,BR,1706721844
543,cabinda,-5.55,12.2,26.08,83,75,5.14,AO,1706721845
544,voi,-3.3945,38.563,25.87,71,100,2.56,KE,1706721846
545,timmins,48.4669,-81.3331,1.9,80,100,3.09,CA,1706721846
546,krasnoyarskaya,47.6501,42.0443,-0.61,96,51,1.22,RU,1706721847
547,aral,40.5156,81.2636,-2.45,62,100,1.45,CN,1706721847
548,ballina,-28.8667,153.5667,20.99,67,65,4.51,AU,1706721848
549,lisakovsk,52.5369,62.4936,-16.55,99,100,1.73,KZ,1706721848
550,margate,51.3813,1.3862,8.83,78,98,5.81,GB,1706721554
551,hinatuan,8.3722,126.3342,24.94,94,100,3.51,PH,1706721849
552,fengkou,30.0833,113.2667,6.64,90,94,5.43,CN,1706721850
553,new norfolk,-42.7826,147.0587,16.72,81,91,2.07,AU,1706721291
554,kargopol',61.5071,38.9456,-3.14,97,95,2.72,RU,1706721851
555,chillicothe,39.3331,-82.9824,4.48,91,100,3.6,US,1706721686
556,williams lake,52.1415,-122.1445,10.76,66,75,12.35,CA,1706721852
557,jibou,47.2667,23.25,-0.38,71,31,0.34,RO,1706721852
558,mil'kovo,55.6078,37.7956,-0.37,89,100,3.08,RU,1706721853
559,veraval,20.9,70.3667,22.43,77,69,5.41,IN,1706721854
560,igrim,63.1906,64.4162,-22.57,100,92,0.81,RU,1706721854
561,nizhniy odes,63.6445,54.856,-5.12,97,100,2.57,RU,1706721855
562,xinyuan,37.3,99.0,-11.61,62,28,1.98,CN,1706721855
563,jedrzejow,50.6394,20.3045,2.98,86,97,1.34,PL,1706721856
564,esikhaleni,-28.871,31.8996,24.83,74,13,5.44,ZA,1706721856
565,piatykhatky,48.4133,33.7106,1.83,65,99,3.34,UA,1706721857
566,sao paulo de olivenca,-3.3783,-68.8725,29.61,83,97,1.18,BR,1706721857
567,manta,-0.95,-80.7333,27.78,74,75,5.81,EC,1706721858
568,delta,5.5,6.0,36.09,32,100,3.43,NG,1706721604
569,quelimane,-17.8786,36.8883,27.97,78,40,3.09,MZ,1706721859
570,walvis bay,-22.9575,14.5053,19.49,69,21,10.03,NA,1706721860
571,lithgow,-33.4833,150.15,14.25,97,100,0.88,AU,1706721860
572,valdivia,-39.8142,-73.2459,27.05,39,86,3.13,CL,1706721861
573,baotou,40.6522,109.8222,-10.12,75,100,1.76,CN,1706721861
574,mitsamiouli,-11.3847,43.2844,27.75,76,95,2.12,KM,1706721862
575,angaur state,6.906,134.13,27.63,81,68,9.18,PW,1706721862
576,taroa,8.7058,171.2275,27.06,85,91,8.2,MH,1706721863
577,westport,41.1415,-73.3579,4.15,68,100,1.54,US,1706721699
578,tashtyp,52.7939,89.8983,-16.19,98,100,0.36,RU,1706721864
579,mili,6.0815,171.735,27.5,80,100,7.69,MH,1706721864
580,ocos,14.5094,-92.1933,31.1,65,18,3.21,GT,1706721865
581,bengkulu,-3.8004,102.2655,24.84,91,100,2.19,ID,1706721865
582,piggs peak,-25.9667,31.25,16.94,94,66,0.73,SZ,1706721866
583,roma,43.2128,-75.4557,4.34,80,100,0.0,US,1706721631
584,motygino,58.1831,94.7592,-28.45,98,81,1.79,RU,1706721867
585,marsabit,2.3284,37.9899,22.95,54,100,5.85,KE,1706721867
586,kayenta,36.7278,-110.2546,7.98,49,0,0.98,US,1706721868
587,amla,21.9333,78.1167,17.42,43,39,1.27,IN,1706721869
588,moshkovo,55.3053,83.6104,-14.31,94,99,2.59,RU,1706721869
589,flin flon,54.7682,-101.865,2.91,81,100,4.12,CA,1706721870
590,nishinoomote,30.7333,131.0,18.2,80,36,8.29,JP,1706721870
591,wenchang,30.904,118.4887,11.0,99,100,1.88,CN,1706721871
592,isoka,-10.1606,32.6335,17.88,94,98,1.45,ZM,1706721871
593,biloela,-24.4167,150.5,21.64,85,79,4.31,AU,1706721872
594,oranjemund,-28.55,16.4333,20.5,77,2,8.02,NA,1706721872
595,soverato marina,38.685,16.5499,10.64,77,0,2.84,IT,1706721873
596,koungheul,13.9833,-14.8,36.97,7,72,3.47,SN,1706721873
